county,site_code,site_name,latitude,longitude,sample_date,chemical_name,concentration_ppb,level_of_quantification_ppb,method_detection_level_ppb,sample_type,study_cd,study_description,study_weblink,data_source,agency,record_id
Sacramento,34_73,"Outfall at Marsh Hawk Dr betwn Donnelly Cir & Widgeon Ct,feeds into wetland(DPR site id: FOL003)",38.64938,-121.14494,2012-07-31,imidacloprid,0.227,0.05,0.0394,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,475717
Monterey,27_11,Old Salinas River at Potrero,36.79056,-121.79064,2012-06-06,imidacloprid,0.078,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,483548
Placer,31_29,Storm Drain at Dugan Park on Diamond Woods Crcl-drains to Pleasant Grove Crk (DPR Site ID:PGC010),38.80477,-121.32733,2019-08-06,imidacloprid,0.025,0.01,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7282833
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2019-01-31,imidacloprid,0.098,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355072
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2013-08-13,imidacloprid,0.143,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,432166
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2011-08-31,imidacloprid,0.578,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424769
Placer,31_31,Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022),38.80261,-121.33881,2019-06-18,imidacloprid,0.056,0.01,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5357000
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2020-06-07,imidacloprid,0.0489,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7285905
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2015-05-11,imidacloprid,0.142,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485198
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2017-05-15,imidacloprid,0.882,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2089916
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2014-11-01,imidacloprid,0.209,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,487263
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2013-10-09,imidacloprid,0.29,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474654
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2019-11-26,imidacloprid,0.302,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358884
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2019-11-27,thiamethoxam,0.2086,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5359278
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2011-07-19,imidacloprid,0.635,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424534
Sacramento,34_43,Storm Drain near open space at Brock Circle - drains to Alder Crk  (DPR Site ID:FOL002),38.6503,-121.14494,2017-11-06,imidacloprid,0.029,0.02,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2862742
Imperial,13_71,New River at HWY S27/Keystone Rd,32.91362,-115.60646,2019-04-03,imidacloprid,0.055,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358841
Santa Cruz,44_17,"Watsonville Slough at Shell Rd, just upstream of tidegates",36.87141,-121.81837,2011-04-26,imidacloprid,0.0686,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,425949
Santa Barbara,42_48,Orcutt/Solomon Canyon Crk at HWY 1,34.9414,-120.5742,2011-08-31,imidacloprid,1.24,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424975
Los Angeles,19_205,Los Angeles River at Willow,33.80581,-118.20545,2016-08-24,imidacloprid,0.06,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088036
Orange,30_46,"storm drain in Laguna Niguel-East neighborhood (contributing), at baseball field (DPR site id: SC2)",33.51131,-117.69465,2018-08-21,imidacloprid,0.196,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355059
Placer,31_30,Single Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk,38.80267,-121.33855,2016-06-06,imidacloprid,0.225,0.05,0.0394,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1006088
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2011-05-16,imidacloprid,0.488,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,425629
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2019-07-15,acetamiprid,0.035,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5359385
Placer,31_31,Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022),38.80261,-121.33881,2017-10-20,imidacloprid,0.082,0.02,0.004,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2862999
Imperial,13_69,Rice Drain 3 at Wienert Rd,32.86907,-115.65104,2018-10-16,imidacloprid,0.167,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2866324
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2016-09-13,imidacloprid,0.498,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007274
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2018-09-17,imidacloprid,0.218,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2866084
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2015-04-13,imidacloprid,0.448,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485029
Los Angeles,19_205,Los Angeles River at Willow,33.80581,-118.20545,2015-08-11,imidacloprid,0.055,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,1004895
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2015-09-15,imidacloprid,0.052,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485751
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2017-06-14,imidacloprid,2.84,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090204
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2011-04-25,imidacloprid,0.372,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,424517
Monterey,27_7,"Quail Creek at HWY 101, btwn Spence and Potter Roads (trib. to Salinas R.)",36.60922,-121.56269,2018-09-17,imidacloprid,0.528,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2866060
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2015-09-16,imidacloprid,0.618,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,485770
Santa Barbara,42_119,"Bradley Channel at Stanford Dr.(DPR Ag site, ID:SM_Bradley)",34.9743,-120.4247,2016-05-17,imidacloprid,0.365,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007286
Orange,30_25,storm drain - South neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC1),33.50912,-117.69067,2017-08-28,imidacloprid,0.159,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864050
Monterey,27_12,Rec Ditch at San Jon Rd,36.70487,-121.70506,2017-07-17,imidacloprid,0.219,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2090406
Orange,30_201,Anaheim-Barber City Channel,33.7503,-118.04218,2020-03-10,imidacloprid,0.042,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7284147
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2012-06-06,imidacloprid,1.09,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,464191
Orange,30_24,storm drain -North neighborhood (contributing)-drains to Salt Crk (DPR Site ID:SC3),33.51193,-117.69707,2013-06-18,imidacloprid,2.12,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,482468
Orange,30_200,Bolsa Chica Channel (DPR urban site),33.75031,-118.04252,2020-03-10,imidacloprid,0.03,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,7284391
Los Angeles,19_158,Bouquet Creek,34.42835,-118.53985,2017-06-21,imidacloprid,0.076,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088440
Orange,30_44,"storm drain in Laguna Niguel- On coast, below golf course (Salt Creek outlet) (DPR site ID : SC7)",33.48168,-117.72409,2015-03-01,imidacloprid,0.075,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,487390
Orange,30_43,storm drain in Laguna Niguel-Above golf course (DPR site ID: SC6),33.49222,-117.71735,2011-10-05,imidacloprid,0.153,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474227
Imperial,13_60,"New River at Lack Road (DPR Ag site, ID:Imp_Lack)",33.0999,-115.64876,2018-03-27,imidacloprid,0.121,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2865102
Imperial,13_56,Alamo River at Rutherford Rd (upstream of Imperial State Wildlife Area),33.04468,-115.48829,2019-04-03,imidacloprid,0.139,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358844
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2012-05-15,imidacloprid,0.539,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,463553
Alameda,01_15,Martin Cnyn/Koopman Cnyn Crk -Dublin Blvd-Safeway-I-680-(DPR Site ID:MCC040),37.70646,-121.92672,2014-03-18,imidacloprid,0.0259,0.02,0.0022,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,472112
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2012-10-11,imidacloprid,0.374,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474681
Imperial,13_71,New River at HWY S27/Keystone Rd,32.91362,-115.60646,2019-10-15,imidacloprid,0.4616,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,5358860
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2011-07-19,imidacloprid,1.03,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,422944
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2016-08-22,imidacloprid,0.087,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2088034
Santa Barbara,42_48,Orcutt/Solomon Canyon Crk at HWY 1,34.9414,-120.5742,2014-09-17,imidacloprid,9.14,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1514489
Santa Barbara,42_49,"Main St. Ditch at HWY 166, Santa Maria  (DPR Ag study site)",34.95474,-120.48501,2020-05-12,thiamethoxam,0.06851,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,7286550
Placer,31_31,Dual Storm Drain at Opal and Parkside Way-drains to Pleasant Grove Crk (DPR site id: PGC022),38.80261,-121.33881,2014-03-17,imidacloprid,0.0355,0.02,0.0022,Single whole water sample,261,"DPR study 269, 299 and 329: Ambient and Mitigation Monitoring in Urban Areas in Northern July 2010 - July 2021",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,472032
Orange,30_42,"storm drain in Laguna Niguel-Side canyon, north, b/f receiving waters (DPR site ID: SC4)",33.50857,-117.70736,2017-08-28,imidacloprid,0.317,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864535
Monterey,27_66,Tembladero Slough at Haro,36.75955,-121.75433,2018-05-21,imidacloprid,0.327,0.01,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2865408
Monterey,27_70,Alisal Creek at Hartnell Rd,36.6435,-121.57836,2012-04-17,imidacloprid,1.52,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,463502
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2017-08-28,imidacloprid,0.115,0.02,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,2864231
Imperial,13_71,New River at HWY S27/Keystone Rd,32.91362,-115.60646,2016-10-26,imidacloprid,0.237,0.05,0.0394,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,1007241
Monterey,27_10,"Reclamation Ditch at De LaTorre St, nr Airport Blvd, original DPR site",36.65923,-121.61565,2011-06-13,imidacloprid,0.57,0.05,0.01,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,426323
Monterey,27_8,"Chualar Creek at Chualar River Rd., ca. 1.2 mi. from HWY 101 (trib. to Salinas R.)",36.55835,-121.52964,2012-04-17,imidacloprid,2.03,0.05,0.0101,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,483520
San Luis Obispo,40_13,Oso Flaco Crk at Oso Flaco Lake Rd,35.01633,-120.58754,2017-05-16,imidacloprid,0.534,0.02,0.004,Single whole water sample,91,"DPR study 248, 252,262,271,278,282,290,297,304,321. Surface Water Monitoring for Pesticides in Agricultural Areas of California, 2007-2020",http://www.cdpr.ca.gov/docs/emon/pubs/ehapreps/report248final.pdf,DPR,California Department Of Pesticide Regulation,2089980
Orange,30_26,"Salt Crk, below Niguel Road bridge -(DPR urban Site ID:SC5)",33.50595,-117.7074,2018-08-21,imidacloprid,0.054,0.01,0.004,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,5355062
Orange,30_29,storm drain-South neighborhood (contributing)-drains to Wood Cnyn/Aliso Crk(DPR Site ID:WC3),33.58157,-117.74573,2011-10-05,imidacloprid,0.204,0.05,0.0394,Single whole water sample,464,"DPR study 270, 320: Ambient and Mitigation Monitoring in Urban Areas in Southern  California during Fiscal Year 2010 - 2020",https://www.cdpr.ca.gov/docs/emon/pubs/protocol.htm?filter=surfwater,DPR,California Department Of Pesticide Regulation,474443
